,source,title,author,date,meter
1462,Facebook posts,“The White House referred to Christmas trees as Holiday Trees for the first time this year.”, Monique Curet ," October 27, 2021",pants-fire
1463,The Charlie Kirk Show,“Australia to Implement Quarantine Camps for the Unvaxed”, Monique Curet ," October 27, 2021",false
1464,Viral image,"Terry McAuliffe has a campaign sign that says, “Keep parents out of classrooms.”", Ciara O'Rourke ," October 27, 2021",false
1465,Ron DeSantis,"“The nation reported adding 194,000 jobs in September, and Florida accounted for 84,500.”", Louis Jacobson ," October 27, 2021",half-true
1466,Bloggers,“COP26 luxury EVs to be recharged using diesel generators”, Jon Greenberg ," October 26, 2021",barely-true
1467,Facebook posts,The remains of Brian Laundrie that were discovered in Florida belong to a twin., Ciara O'Rourke ," October 26, 2021",false
1468,Facebook posts,“Trump has been reinstated.”, Ciara O'Rourke ," October 26, 2021",pants-fire
1469,Bloggers,“Barack Obama signals That Democrats Intend to Cheat in the Virginia Governor’s Election.”, Samantha Putterman ," October 26, 2021",false
1470,Facebook posts,The military raided Hunter Biden’s home., Ciara O'Rourke ," October 26, 2021",pants-fire
1471,Facebook posts,"“Clintons, Powell, and Hunter Biden have already undergone military tribunals.”", Ciara O'Rourke ," October 26, 2021",pants-fire
1472,Ben Wikler,"Says Rebecca Kleefisch played a key role in the Foxconn deal, “the largest attempted government handout to a foreign company in American history.""", Madeline Heim ," October 26, 2021",mostly-true
1473,Viral image,"Says Halyna Hutchins tweeted, “I have information that will lead to Hillary Clinton’s arrest.”", Ciara O'Rourke ," October 25, 2021",pants-fire
1474,Viral image,“Halyna Huchins’ next project was documentary on Hollywood pedophile rings.”, Ciara O'Rourke ," October 25, 2021",pants-fire
1475,Instagram posts,“NIH COVID Treatment Guidelines Approve Ivermectin”, Madison Czopek ," October 25, 2021",false
1476,Facebook posts,"“Gas prices were WAY higher in 2008, under REPUBLICAN president George W. Bush.”", Gabrielle Settles ," October 25, 2021",half-true
1477,Jim Banks,"Says he is the ""ranking member"" of the House select committee investigating the Jan. 6 attack on the U.S. Capitol.", Bill McCarthy ," October 25, 2021",false
1478,Instagram posts,Cargo ships “can’t get into port” because of Donald Trump’s executive order 13959., Tom Kertscher ," October 25, 2021",false
1479,Instagram posts,“There’s been no” TV commercials for the COVID-19 vaccines because “they are required by law to list all adverse side effects.”, Tom Kertscher ," October 25, 2021",false
1480,Steve Chabot,We are seeing “the Justice Department treat American parents as domestic terrorists” under the Patriot Act., Jon Greenberg ," October 22, 2021",false
1481,Viral image,Facebook is changing its hate speech policy to ban “Let’s go Brandon.”, Ciara O'Rourke ," October 22, 2021",false
1482,Viral image,"A news report quoted Alec Baldwin saying, “How about I just f----- shoot the both of ya?”", Ciara O'Rourke ," October 22, 2021",false
1483,Tom Cotton,The newly drawn congressional district map in Arkansas “keeps communities together.”, Louis Jacobson ," October 22, 2021",barely-true
1484,Facebook posts,"""Southwest Airlines announce they will no longer terminate employees over the mandate.""", Andy Nguyen ," October 22, 2021",true
1485,Viral image,“Biden flashed the white power sign while a black man was asking him a question.”, Ciara O'Rourke ," October 22, 2021",pants-fire
1486,Bloggers,"Pathologists found ""a host of non-biological components ... in the blood of vaccinated people,” including graphene chips and nanochips.", Monique Curet ," October 22, 2021",pants-fire
1487,Joe Biden,“We’ve created more jobs in the first eight months of my administration than any president in American history — total number of jobs created.”, Louis Jacobson ," October 22, 2021",half-true
1488,Democratic Party of Wisconsin,"“The Walker-Kleefisch administration slashed $800 million from public schools.""", D.L. Davis ," October 22, 2021",barely-true
1489,Instagram posts,"Two forms of fluoride in our drinking water “are so toxic that the CDC clearly labels these chemicals extremely toxic in both animals and humans.""", Monique Curet ," October 21, 2021",false
1490,Chuck Grassley,"""Welcome 2 Pres Biden’s America where inflation is costing households an extra $175 a month.”", Lyle Muller ," October 21, 2021",mostly-true
1491,Facebook posts,“Corona PCR ‘test’ is implanting a microchip.”, Monique Curet ," October 21, 2021",pants-fire
1492,Viral image,There will be a “clown purge” on Oct. 30., Ciara O'Rourke ," October 21, 2021",false
1493,TikTok posts,"“So now if you don’t comply” and get a COVID-19 vaccination, and you’re on “Social Security or disability, you won’t be able to receive your money.”", Tom Kertscher ," October 21, 2021",false
1494,Instagram posts,A video shows “the COVID-19 vaccine when it hits your blood.”, Ciara O'Rourke ," October 21, 2021",pants-fire
1495,Heritage Action,"The Freedom to Vote Act ""automatically registers ineligible voters.""", Amy Sherman ," October 21, 2021",false
1496,Carrie Madej,"COVID-19 vaccines contain “RNA-modifying transhumanism nanotechnology.""", Tom Kertscher ," October 21, 2021",pants-fire
1497,Facebook posts,“The Canadian government threatens to fire any government employee who uses ‘Let's Go Brandon’ in communications.”, Bill McCarthy ," October 20, 2021",pants-fire
1498,Facebook posts,Says Christopher Miller is “in charge of the military.”, Ciara O'Rourke ," October 20, 2021",pants-fire
1499,Hal Turner Radio Show,Photo of vaccine package with 2018 date stamp shows COVID-19 outbreak was planned., Gabrielle Settles ," October 20, 2021",pants-fire
1500,Instagram posts,"The FEMA health care workers replacing the noncompliant nurses and doctors are NOT required to get vaccinated via the CDC.""", Samantha Putterman ," October 20, 2021",false
1501,Facebook posts,“Mass media destroyed! Blackout for mass arrests event!”, Ciara O'Rourke ," October 20, 2021",pants-fire
1502,Instagram posts,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination., Samantha Putterman ," October 20, 2021",pants-fire
1503,Tweets,"Desmond Tutu died on Oct. 20, 2021.", Bill McCarthy ," October 20, 2021",pants-fire
1504,Jeff Jackson,“The five most-endangered hospitals in the country are all in (North Carolina).”, Paul Specht ," October 20, 2021",barely-true
1505,Glenn Youngkin,“Virginia has the lowest standards for math and reading of all 50 states.”, Warren Fiske ," October 20, 2021",half-true
1506,Bloggers,"A new federal program “is giving homeowners up to $3,708 every year.”", Ciara O'Rourke ," October 19, 2021",pants-fire
1507,Facebook posts,There is an “epidemic of plane crashes linked to vaccine-related strokes in pilots.”, Noah Y. Kim ," October 19, 2021",pants-fire
1508,The Gateway Pundit,Democrats “manufactured votes from low income voters to steal the battleground states.”, Amy Sherman ," October 19, 2021",pants-fire
1509,Facebook posts,"A photo shows a $123,199 turkey for sale at Target “this year.”", Bill McCarthy ," October 19, 2021",false
1510,Facebook posts,"In the United Kingdom, “81% of COVID-19 deaths are among the vaccinated.”", Tom Kertscher ," October 19, 2021",false
1511,Facebook posts,"""Tennessee new law passed 48 hours ago now makes it illegal to teach Black history in the grades K-12.""", Tom Kertscher ," October 19, 2021",barely-true
1512,YouTube videos,"COVID-19 “surges among most vaxxed communities, says Harvard study.”", Tom Kertscher ," October 19, 2021",half-true
1513,Facebook posts,"California’s shipping backlog is, in part, caused by a “California Truck Ban which says all trucks must be 2011 or newer and a law called AB 5 which prohibits Owner Operators.”", Samantha Putterman ," October 19, 2021",barely-true
1514,Facebook posts,Says Hunter Biden “was hanged at Gitmo.”, Samantha Putterman ," October 18, 2021",pants-fire
1515,Facebook posts,A photo shows sex traffickers using an abandoned child car seat to lure in victims., Bill McCarthy ," October 18, 2021",false
1516,Instagram posts,"“Parents who challenge school curriculums are domestic terrorist(s).""", Madison Czopek ," October 18, 2021",false
1517,Instagram posts,Says Dr. Anthony Fauci said he will not “take a PCR COVID test.”, Kayla Steinberg ," October 15, 2021",barely-true
1518,Instagram posts,Over 2 million injuries from COVID-19 vaccines have been reported to the World Health Organization., Andy Nguyen ," October 15, 2021",barely-true
1519,Facebook posts,Pfizer vaccine contains living particles that can germinate to cause sickness., Gabrielle Settles ," October 15, 2021",pants-fire
1520,Instagram posts,"""The media is pretty quiet about Florida's decline in COVID cases. No mask mandates or vaccine mandates.""", Tom Kertscher ," October 15, 2021",barely-true
1521,Viral image,"“Bill Clinton death ruled a homicide, death by poison.”", Ciara O'Rourke ," October 15, 2021",pants-fire
1522,Heartland Institute,“U.S. acres burned each year are much fewer now — even in our worst years — than was the case in the early 20th century.”, Jon Greenberg ," October 15, 2021",barely-true
1523,Bryan Steil,"Says Joe Biden's IRS reform proposals ""would require banks and credit unions to hand over private information about routine transactions to the IRS.""", D.L. Davis ," October 15, 2021",barely-true
1524,Tweets,The percentage of vaccinated employees at United Airlines increased after the mandate because unvaccinated employees left the company., Ciara O'Rourke ," October 14, 2021",false
1525,The Gateway Pundit,Dr. Anthony Fauci and U.S. health officials plotted “for a new avian flu virus to enforce universal flu vaccination.”, Tom Kertscher ," October 14, 2021",pants-fire
1526,Byron Brown,"“My opponent’s plan for people who commit sexual assault, sexual predators, is no jail time.”", Jill Terreri Ramos ," October 14, 2021",false
1527,Joe Biden,"People who are vaccinated for the coronavirus “cannot spread it to you.""", Louis Jacobson ," October 14, 2021",half-true
1528,Bloggers,“Pfizer admits there’s no vaccine approved by FDA.”, Ciara O'Rourke ," October 14, 2021",false
1529,Mark Pocan,"“The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.”", Laura Schulte ," October 14, 2021",true
1530,Viral image,“Roe was the end of women dying from abortions.”, Madison Czopek ," October 13, 2021",half-true
